Date,SPY,RSP,^SPXEW,^SP500EW,NG=F,HO=F,RB=F,CL=F,BZ=F,XHB,ITB,^TNX
2018-03,231.3711700439453,85.73360443115234,4032.300048828125,4032.300048828125,2.7330000400543213,2.02839994430542,2.017899990081787,64.94000244140625,70.2699966430664,37.70842361450195,36.86725997924805,2.740999937057495
2018-04,232.5669708251953,86.05250549316406,4045.06005859375,4045.06005859375,,,,,,36.01667404174805,35.87765121459961,2.936000108718872
2018-05,238.22042846679688,87.30213165283203,4093.9599609375,4093.9599609375,2.9519999027252197,2.1914000511169434,2.1603000164031982,67.04000091552734,77.58999633789062,36.31249237060547,35.92433547973633,2.822000026702881
2018-06,239.59046936035156,88.15036010742188,4125.330078125,4125.330078125,2.9240000247955322,2.2093000411987305,2.1791000366210938,74.1500015258789,79.44000244140625,36.64701461791992,35.65995407104492,2.8489999771118164
2018-07,248.46636962890625,90.88426208496094,4253.919921875,4253.919921875,,,,,,36.71187973022461,35.39823532104492,2.9639999866485596
2018-08,256.3974304199219,92.66646575927734,4330.0,4330.0,2.9159998893737793,2.241300106048584,2.143699884414673,69.80000305175781,77.41999816894531,37.082515716552734,35.248680114746094,2.8529999256134033
2018-09,257.921875,92.82239532470703,4328.02978515625,4328.02978515625,3.007999897003174,2.351799964904785,2.1012001037597656,73.25,82.72000122070312,35.69950866699219,33.0704345703125,3.055999994277954
2018-10,240.09832763671875,86.09600830078125,4012.679931640625,4012.679931640625,3.260999917984009,2.2618000507354736,1.7680000066757202,65.30999755859375,75.47000122070312,31.566753387451172,29.168243408203125,3.1589999198913574
2018-11,244.5519561767578,88.34683990478516,4113.91015625,4113.91015625,4.611999988555908,1.8454999923706055,1.4413000345230103,50.93000030517578,58.709999084472656,32.97838592529297,30.291168212890625,3.013000011444092
2018-12,223.01956176757812,79.90807342529297,3677.27001953125,3677.27001953125,2.940000057220459,1.680799961090088,1.323699951171875,45.40999984741211,53.79999923706055,30.330705642700195,28.162717819213867,2.686000108718872
2019-01,240.87576293945312,87.75023651123047,4067.659912109375,4067.659912109375,2.813999891281128,1.8788000345230103,1.3626999855041504,53.790000915527344,61.88999938964844,34.21063995361328,32.10962677001953,2.634999990463257
2019-02,248.68389892578125,90.96754455566406,4208.52001953125,4208.52001953125,2.812000036239624,2.0234999656677246,1.6292999982833862,57.220001220703125,66.02999877929688,35.786869049072266,32.437740325927734,2.7109999656677246
2019-03,253.18524169921875,91.72932434082031,4237.14013671875,4237.14013671875,2.6619999408721924,1.9733999967575073,1.8955999612808228,60.13999938964844,68.38999938964844,36.04356384277344,33.09776306152344,2.4140000343322754
2019-04,263.5284729003906,95.02295684814453,4385.66015625,4385.66015625,2.575000047683716,2.081199884414673,2.123199939727783,63.90999984741211,72.80000305175781,38.01637649536133,35.65241241455078,2.509000062942505
2019-05,246.72300720214844,88.43573760986328,4073.60009765625,4073.60009765625,2.4539999961853027,1.8417999744415283,1.8020000457763672,53.5,64.48999786376953,35.86592102050781,34.20602035522461,2.1419999599456787
2019-06,263.89154052734375,95.11222839355469,4333.27978515625,4333.27978515625,2.308000087738037,1.944599986076355,1.9424999952316284,58.470001220703125,66.55000305175781,39.058311462402344,35.9470100402832,2.0
2019-07,267.88134765625,95.91510772705078,4405.7900390625,4405.7900390625,2.2330000400543213,1.9550000429153442,1.9019999504089355,58.58000183105469,65.16999816894531,39.03020477294922,36.58657455444336,2.0209999084472656
