t,c,l,s200,w200,cape,trcape,cpi,div,tr_nom,tr_real,price_real
1949-04-04,14.97,14.92,15.5465,15.8802,9.8362,12.6615,23.9,0.993333,2.6734,37.3485,209.137
1949-04-11,14.99,14.99,15.5116,15.8796,9.84935,12.6784,23.9,0.993333,2.68038,37.446,209.416
1949-04-18,14.7,14.7,15.4643,15.8767,9.6588,12.4331,23.9,0.993333,2.63194,36.7693,205.365
1949-04-25,14.71,14.68,15.4113,15.8759,9.66537,12.4416,23.9,0.993333,2.63715,36.8421,205.505
1949-05-02,14.92,14.78,15.3817,15.876,9.7841,12.5967,23.8,1.00667,2.67827,37.5738,209.314
1949-05-09,14.88,14.82,15.3479,15.8751,9.75787,12.5629,23.8,1.00667,2.67457,37.5218,208.753
1949-05-16,14.73,14.73,15.3204,15.8755,9.65951,12.4363,23.8,1.00667,2.65109,37.1923,206.649
1949-05-23,14.51,14.5,15.2861,15.8758,9.51524,12.2505,23.8,1.00667,2.61497,36.6857,203.562
1949-05-31,14.05,14.05,15.2533,15.8726,9.21358,11.8622,23.8,1.00667,2.53556,35.5717,197.109
1949-06-06,13.81,13.81,15.1999,15.8678,8.96387,11.5469,23.9,1.02,2.49579,34.8672,192.931
1949-06-13,13.87,13.55,15.1435,15.864,9.00281,11.5971,23.9,1.02,2.51018,35.0682,193.769
1949-06-20,14.13,14.04,15.0902,15.8594,9.17157,11.8145,23.9,1.02,2.56078,35.7752,197.402
1949-06-27,14.26,14,15.0485,15.8532,9.25595,11.9232,23.9,1.02,2.5879,36.154,199.218
1949-07-05,14.51,14.34,15.0254,15.8471,9.44235,12.1662,23.7,1.02667,2.63685,37.1487,204.421
1949-07-11,14.76,14.51,15.0061,15.8416,9.60504,12.3758,23.7,1.02667,2.68587,37.8393,207.943
1949-07-18,14.89,14.8,14.9867,15.8363,9.68964,12.4848,23.7,1.02667,2.71312,38.2232,209.775
1949-07-25,15.04,14.94,14.9641,15.8312,9.78725,12.6106,23.7,1.02667,2.74405,38.659,211.888
1949-08-01,15.35,15.12,14.9383,15.8261,9.89001,12.7433,23.8,1.03333,2.80423,39.3409,215.347
1949-08-08,15.32,15.32,14.9099,15.8198,9.87068,12.7184,23.8,1.03333,2.80238,39.3149,214.926
1949-08-15,15.41,15.25,14.8858,15.8139,9.92866,12.7932,23.8,1.03333,2.82248,39.5969,216.188
1949-08-22,15.28,15.17,14.887,15.8078,9.84491,12.6852,23.8,1.03333,2.80231,39.3139,214.365
1949-08-29,15.29,15.12,14.8862,15.8,9.85135,12.6935,23.8,1.03333,2.80779,39.3907,214.505
1949-09-06,15.4,15.28,14.8924,15.7915,9.82662,12.6616,23.9,1.04,2.83166,39.5594,215.144
1949-09-12,15.66,15.52,14.9103,15.7848,9.99252,12.8753,23.9,1.04,2.88315,40.2787,218.776
1949-09-19,15.57,15.19,14.9161,15.7784,9.9351,12.8013,23.9,1.04,2.87026,40.0987,217.519
1949-09-26,15.58,15.41,14.9239,15.7703,9.94148,12.8096,23.9,1.04,2.87579,40.1759,217.659
1949-10-03,15.85,15.6,14.9386,15.7619,10.1443,13.0717,23.7,1.07333,2.92944,41.2708,223.299
1949-10-10,15.91,15.83,14.9529,15.7549,10.1827,13.1212,23.7,1.07333,2.94434,41.4807,224.145
1949-10-17,15.85,15.73,14.9699,15.7492,10.1443,13.0717,23.7,1.07333,2.93706,41.3781,223.299
1949-10-24,16.08,15.87,14.9831,15.7431,10.2915,13.2614,23.7,1.07333,2.9835,42.0324,226.54
1949-10-31,16.21,16.04,15.0037,15.738,10.3747,13.3686,23.7,1.07333,3.01145,42.4262,228.371
1949-11-07,16.14,16.14,15.0171,15.728,10.2349,13.1898,23.8,1.10667,3.0024,42.121,226.43
1949-11-14,16.14,15.75,15.0342,15.7172,10.2349,13.1898,23.8,1.10667,3.00636,42.1765,226.43
1949-11-21,16.1,16.07,15.0542,15.7073,10.2095,13.1571,23.8,1.10667,3.00287,42.1276,225.868
1949-11-28,16.28,16.02,15.0908,15.6955,10.3237,13.3042,23.8,1.10667,3.04042,42.6543,228.394
1949-12-05,16.42,16.39,15.1325,15.6848,10.4529,13.4724,23.6,1.14,3.07066,43.4436,232.31
1949-12-12,16.66,16.57,15.185,15.6759,10.6057,13.6693,23.6,1.14,3.11964,44.1366,235.705
1949-12-19,16.64,16.49,15.2307,15.6705,10.593,13.6529,23.6,1.14,3.12,44.1417,235.422
1949-12-27,16.79,16.58,15.2652,15.6684,10.6885,13.776,23.6,1.14,3.15223,44.5978,237.545
1950-01-03,16.98,16.66,15.3032,15.6659,10.8094,13.9317,23.5,1.15,3.19206,45.3533,241.255
1950-01-09,16.67,16.67,15.3541,15.6628,10.612,13.6774,23.5,1.15,3.13794,44.5844,236.851
1950-01-16,16.9,16.72,15.3983,15.6588,10.7585,13.8661,23.5,1.15,3.1854,45.2587,240.118
1950-01-23,16.82,16.73,15.4449,15.6527,10.7075,13.8005,23.5,1.15,3.17448,45.1037,238.982
1950-01-30,17.29,17.02,15.4976,15.6465,11.0067,14.1861,23.5,1.15,3.26736,46.4233,245.66
1950-02-06,17.24,17.21,15.5586,15.6388,10.9306,14.0854,23.5,1.16,3.26213,46.349,244.949
1950-02-14,17.15,16.99,15.6053,15.6301,10.8735,14.0119,23.5,1.16,3.24932,46.167,243.67
1950-02-20,17.28,17.17,15.6512,15.6236,10.9559,14.1181,23.5,1.16,3.27818,46.577,245.518
1950-02-27,17.29,17.22,15.7109,15.6177,10.9623,14.1263,23.5,1.16,3.28431,46.6641,245.66
1950-03-06,17.09,17.07,15.7679,15.6095,10.7474,13.8461,23.6,1.17,3.25059,45.9893,241.789
1950-03-13,17.45,17.12,15.837,15.6037,10.9738,14.1378,23.6,1.17,3.32334,47.0186,246.882
1950-03-20,17.56,17.44,15.9197,15.5976,11.043,14.2269,23.6,1.17,3.34858,47.3756,248.439
1950-03-27,17.29,17.29,16.0081,15.5882,10.8732,14.0082,23.6,1.17,3.30138,46.7079,244.619
1950-04-03,17.78,17.53,16.0859,15.583,11.1404,14.3465,23.6,1.18,3.39928,48.0929,251.551
1950-04-10,17.96,17.75,16.1824,15.5788,11.2532,14.4918,23.6,1.18,3.43803,48.6412,254.098
1950-04-17,17.96,17.88,16.2791,15.5775,11.2532,14.4918,23.6,1.18,3.44237,48.7026,254.098
1950-04-24,17.96,17.76,16.3646,15.5751,11.2532,14.4918,23.6,1.18,3.44672,48.7642,254.098
1950-05-01,18.22,18.11,16.452,15.5741,11.3248,14.5745,23.7,1.19,3.50101,49.3232,256.689
1950-05-08,18.18,18.18,16.5361,15.5736,11.2999,14.5425,23.7,1.19,3.49772,49.2769,256.125
1950-05-15,18.68,18.26,16.6227,15.5771,11.6107,14.9425,23.7,1.19,3.59832,50.6942,263.169
1950-05-22,18.67,18.6,16.7099,15.5825,11.6045,14.9345,23.7,1.19,3.6008,50.7292,263.028
1950-05-29,18.79,18.72,16.7767,15.5863,11.6791,15.0305,23.7,1.19,3.62836,51.1174,264.719
1950-06-05,19.26,18.6,16.8666,15.5924,11.8747,15.2705,23.8,1.2,3.72357,52.2384,270.2
1950-06-12,18.97,18.93,16.9625,15.598,11.6959,15.0405,23.8,1.2,3.67197,51.5144,266.132
1950-06-19,19.14,18.83,17.0571,15.6058,11.8007,15.1753,23.8,1.2,3.70934,52.0387,268.517
1950-06-26,17.69,17.44,17.1196,15.611,10.9068,14.0257,23.8,1.2,3.4328,48.1591,248.175
1950-07-03,17.67,17.64,17.1617,15.6202,10.7156,13.7771,24.1,1.24333,3.43356,47.5702,244.808
1950-07-10,16.87,16.69,17.2019,15.628,10.2305,13.1533,24.1,1.24333,3.28276,45.4808,233.725
1950-07-17,17.59,16.68,17.2451,15.6425,10.6671,13.7147,24.1,1.24333,3.42751,47.4864,243.7
1950-07-24,17.69,17.23,17.2882,15.6554,10.7277,13.7927,24.1,1.24333,3.45166,47.8209,245.085
1950-07-31,18.14,17.84,17.3402,15.672,11.0006,14.1435,24.1,1.24333,3.54413,49.102,251.32
1950-08-07,18.28,18.28,17.4052,15.6903,10.9508,14.0736,24.3,1.28667,3.57632,49.1401,251.175
1950-08-14,18.68,18.29,17.4655,15.7088,11.1904,14.3815,24.3,1.28667,3.65941,50.2819,256.671
1950-08-21,18.54,18.54,17.5278,15.728,11.1065,14.2737,24.3,1.28667,3.63683,49.9717,254.748
1950-08-28,18.55,18.42,17.5888,15.7454,11.1125,14.2814,24.3,1.28667,3.64365,50.0653,254.885
1950-09-05,18.75,18.54,17.6416,15.7649,11.1413,14.3116,24.4,1.33,3.68796,50.4664,256.577
1950-09-11,19.29,18.61,17.7142,15.7877,11.4622,14.7238,24.4,1.33,3.7992,51.9887,263.967
1950-09-18,19.44,19.21,17.7913,15.8143,11.5513,14.8383,24.4,1.33,3.83378,52.4619,266.019
1950-09-25,19.45,19.14,17.863,15.8381,11.5572,14.8459,24.4,1.33,3.8408,52.5579,266.156
1950-10-02,20.12,19.66,17.9442,15.8652,11.8092,15.1606,24.6,1.37667,3.97833,53.9974,273.086
1950-10-09,19.85,19.78,18.0099,15.8886,11.6507,14.9571,24.6,1.37667,3.93018,53.3438,269.421
1950-10-16,19.96,19.71,18.0896,15.9109,11.7153,15.04,24.6,1.37667,3.9572,53.7105,270.914
1950-10-23,19.77,19.61,18.1614,15.9338,11.6038,14.8969,24.6,1.37667,3.92478,53.2705,268.336
1950-10-30,19.85,19.53,18.2335,15.9568,11.6507,14.9571,24.6,1.37667,3.94592,53.5574,269.421
1950-11-06,19.94,19.36,18.289,15.9803,11.6062,14.8947,24.7,1.42333,3.96925,53.656,269.547
1950-11-13,19.86,19.72,18.3636,16.0042,11.5596,14.835,24.7,1.42333,3.95877,53.5144,268.466
1950-11-20,20.32,19.88,18.4206,16.0298,11.8274,15.1786,24.7,1.42333,4.05592,54.8276,274.684
1950-11-27,19.66,19.37,18.4819,16.0498,11.4432,14.6856,24.7,1.42333,3.92965,53.1207,265.762
1950-12-04,19.4,19,18.5368,16.0662,11.1063,14.2514,25,1.47,3.88333,51.8646,259.101
1950-12-11,19.33,19.33,18.5948,16.0835,11.0662,14.2,25,1.47,3.87498,51.753,258.166
1950-12-18,20.07,19.85,18.6628,16.1049,11.4899,14.7436,25,1.47,4.02899,53.8099,268.049
1950-12-26,20.43,19.92,18.7253,16.1299,11.696,15.0081,25,1.47,4.10693,54.8509,272.857
1951-01-02,20.87,20.69,18.7922,16.1584,11.7051,15.0134,25.4,1.48667,4.20113,55.2254,274.344
1951-01-08,21.11,20.85,18.8806,16.1901,11.8397,15.1861,25.4,1.48667,4.2552,55.9361,277.499
1951-01-15,21.36,21.3,18.9805,16.2206,11.9799,15.3659,25.4,1.48667,4.31135,56.6743,280.785
1951-01-22,21.26,21.03,19.0672,16.2503,11.9238,15.294,25.4,1.48667,4.29694,56.4849,279.471
1951-01-29,21.96,21.66,19.1622,16.2842,12.3164,15.7975,25.4,1.48667,4.4442,58.4206,288.672
1951-02-05,22.17,21.99,19.2671,16.3214,12.2353,15.6859,25.7,1.50333,4.49255,58.3668,288.031
1951-02-13,22.13,22,19.3502,16.3616,12.2133,15.6576,25.7,1.50333,4.4903,58.3376,287.511
1951-02-19,21.92,21.79,19.4236,16.3993,12.0974,15.509,25.7,1.50333,4.45356,57.8603,284.783
1951-02-26,21.93,21.76,19.5135,16.435,12.1029,15.5161,25.7,1.50333,4.46146,57.963,284.913
1951-03-05,21.95,21.79,19.5979,16.4716,12.0168,15.4019,25.8,1.52,4.47148,57.8679,284.067
1951-03-12,21.64,21.25,19.6675,16.51,11.8471,15.1843,25.8,1.52,4.41428,57.1277,280.056
1951-03-19,21.73,21.52,19.7245,16.5486,11.8964,15.2475,25.8,1.52,4.4386,57.4425,281.22
1951-03-26,21.48,21.26,19.786,16.5838,11.7595,15.0721,25.8,1.52,4.39351,56.8589,277.985
1951-04-02,21.72,21.26,19.8453,16.6199,11.8421,15.1744,25.8,1.53333,4.44863,57.5722,281.091
1951-04-09,22.09,21.64,19.9145,16.6554,12.0438,15.4329,25.8,1.53333,4.53045,58.6311,285.879
1951-04-16,22.04,22.04,20.0199,16.6898,12.0165,15.398,25.8,1.53333,4.52624,58.5767,285.232
1951-04-23,22.39,21.96,20.1294,16.7262,12.2073,15.6425,25.8,1.53333,4.60418,59.5853,289.762
1951-04-30,22.77,22.43,20.2731,16.762,12.4145,15.908,25.8,1.53333,4.68838,60.675,294.68
1951-05-07,22.33,22.33,20.4012,16.7943,12.0803,15.4779,25.9,1.54667,4.60391,59.3518,287.869
1951-05-14,21.51,21.51,20.5088,16.8226,11.6367,14.9095,25.9,1.54667,4.44098,57.2513,277.298
1951-05-21,21.03,21.03,20.5865,16.8474,11.377,14.5768,25.9,1.54667,4.34802,56.0529,271.11
1951-05-28,21.48,21.21,20.6452,16.8758,11.6204,14.8888,25.9,1.54667,4.4472,57.3316,276.912
1951-06-04,21.49,21.24,20.7198,16.9061,11.5833,14.843,25.9,1.56,4.45549,57.4384,277.041
1951-06-11,22.04,21.52,20.795,16.9384,11.8798,15.2229,25.9,1.56,4.57574,58.9886,284.131
1951-06-18,21.55,21.55,20.8792,16.9689,11.6157,14.8844,25.9,1.56,4.48024,57.7574,277.814
1951-06-25,20.96,20.96,20.9434,16.9971,11.2976,14.4769,25.9,1.56,4.36381,56.2565,270.208
1951-07-02,21.64,21.1,20.9893,17.0298,11.6224,14.894,25.9,1.54667,4.51158,58.1615,278.974
1951-07-09,21.98,21.63,21.0499,17.0647,11.805,15.128,25.9,1.54667,4.58866,59.1552,283.357
1951-07-16,21.88,21.73,21.112,17.0981,11.7513,15.0591,25.9,1.54667,4.574,58.9661,282.068
1951-07-23,22.53,22.1,21.1745,17.1365,12.1004,15.5065,25.9,1.54667,4.7161,60.798,290.448
1951-07-30,22.85,22.4,21.2445,17.1746,12.2723,15.7268,25.9,1.54667,4.78931,61.7418,294.573
1951-08-06,22.79,22.79,21.3183,17.2121,12.2034,15.6353,25.9,1.53333,4.78291,61.6594,293.8
1951-08-13,22.94,22.7,21.3932,17.2489,12.2838,15.7382,25.9,1.53333,4.82058,62.145,295.733
1951-08-20,22.88,22.75,21.4745,17.2858,12.2516,15.697,25.9,1.53333,4.81417,62.0623,294.96
1951-08-27,23.28,22.85,21.5555,17.325,12.4658,15.9715,25.9,1.53333,4.90454,63.2273,300.117
1951-09-04,23.53,23.28,21.6273,17.3661,12.4715,15.9735,26.1,1.52,4.96336,63.4954,301.015
1951-09-10,23.69,23.5,21.7174,17.4086,12.5563,16.0821,26.1,1.52,5.00328,64.006,303.062
1951-09-17,23.4,23.4,21.822,17.449,12.4026,15.8852,26.1,1.52,4.94821,63.3015,299.352
1951-09-24,23.26,23.26,21.9168,17.4904,12.3283,15.7902,26.1,1.52,4.92478,63.0018,297.561
1951-10-01,23.78,23.47,22.0176,17.5361,12.5308,16.044,26.2,1.48333,5.04092,64.2414,303.052
1951-10-08,23.7,23.61,22.0915,17.5799,12.4886,15.99,26.2,1.48333,5.03001,64.1024,302.033
1951-10-15,23.32,23.32,22.1701,17.6209,12.2884,15.7336,26.2,1.48333,4.95541,63.1517,297.19
1951-10-22,22.81,22.75,22.2185,17.6594,12.0196,15.3895,26.2,1.48333,4.8531,61.8479,290.69
1951-10-29,22.93,22.66,22.2571,17.6973,12.0829,15.4705,26.2,1.48333,4.8847,62.2506,292.22
1951-11-05,22.75,22.47,22.2837,17.7349,11.8729,15.1985,26.4,1.44667,4.85228,61.369,287.729
1951-11-13,22.82,22.79,22.3146,17.7747,11.9094,15.2452,26.4,1.44667,4.87315,61.6329,288.615
1951-11-19,22.4,22.4,22.3312,17.8149,11.6902,14.9646,26.4,1.44667,4.7894,60.5736,283.303
1951-11-26,22.88,22.43,22.3446,17.8559,11.9408,15.2853,26.4,1.44667,4.89798,61.9469,289.373
1951-12-03,23.38,23.01,22.373,17.9019,12.1315,15.5234,26.5,1.41,5.01082,63.1349,294.581
1951-12-10,23.37,23.3,22.411,17.9495,12.1263,15.5168,26.5,1.41,5.01449,63.1811,294.455
1951-12-17,23.51,23.41,22.4529,17.9972,12.199,15.6097,26.5,1.41,5.05034,63.6329,296.219
1951-12-24,23.69,23.44,22.4872,18.046,12.2924,15.7292,26.5,1.41,5.09484,64.1935,298.487
1951-12-31,23.92,23.77,22.5361,18.0951,12.4117,15.8819,26.5,1.41,5.15013,64.8902,301.385
1952-01-07,23.98,23.74,22.5927,18.145,12.4183,15.8834,26.5,1.41333,5.1689,65.1267,302.141
1952-01-14,24.25,24.06,22.662,18.1947,12.5581,16.0622,26.5,1.41333,5.23296,65.9338,305.543
1952-01-21,24.55,24.46,22.7371,18.2437,12.7135,16.2609,26.5,1.41333,5.30356,66.8234,309.323
1952-01-28,24.3,24.14,22.8001,18.2894,12.584,16.0953,26.5,1.41333,5.25543,66.2169,306.173
1952-02-04,24.24,24.11,22.8522,18.3342,12.6192,16.1372,26.3,1.41667,5.24834,66.6305,307.74
1952-02-11,23.86,23.86,22.8886,18.3763,12.4214,15.8843,26.3,1.41667,5.17196,65.6608,302.915
1952-02-18,23.16,23.09,22.9034,18.4132,12.057,15.4183,26.3,1.41667,5.02614,63.8095,294.029
1952-02-25,23.26,23.15,22.9182,18.4521,12.109,15.4848,26.3,1.41667,5.05375,64.16,295.298
1952-03-03,23.72,23.29,22.9593,18.4921,12.3156,15.7478,26.3,1.42,5.15963,65.5042,301.138
1952-03-10,23.75,23.6,23.0188,18.5289,12.3312,15.7677,26.3,1.42,5.17209,65.6625,301.519
1952-03-17,23.93,23.82,23.083,18.5661,12.4246,15.8872,26.3,1.42,5.21724,66.2356,303.804
1952-03-24,24.18,23.78,23.1459,18.6035,12.5544,16.0532,26.3,1.42,5.2777,67.0032,306.978
1952-03-31,24.02,24.02,23.2071,18.6407,12.4714,15.9469,26.3,1.42,5.24874,66.6355,304.947
1952-04-07,24.11,23.8,23.2471,18.6765,12.4335,15.9004,26.4,1.43,5.27441,66.7078,304.93
1952-04-14,23.5,23.41,23.3045,18.7092,12.119,15.4981,26.4,1.43,5.14698,65.0962,297.215
1952-04-21,23.54,23.43,23.3603,18.7427,12.1396,15.5245,26.4,1.43,5.16177,65.2831,297.721
1952-04-28,23.56,23.17,23.4016,18.7763,12.1499,15.5377,26.4,1.43,5.17218,65.4149,297.974
1952-05-05,23.84,23.66,23.4496,18.8109,12.257,15.6788,26.4,1.44,5.23973,66.2692,301.515
1952-05-12,23.56,23.56,23.4821,18.8474,12.1131,15.4947,26.4,1.44,5.18428,65.5678,297.974
1952-05-19,23.89,23.61,23.5107,18.8855,12.2827,15.7117,26.4,1.44,5.26298,66.5633,302.147
1952-05-26,23.86,23.84,23.5293,18.9256,12.2673,15.692,26.4,1.44,5.26248,66.5569,301.768
1952-06-02,24.26,23.78,23.559,18.9663,12.3866,15.8489,26.5,1.45,5.35685,67.4948,305.669
1952-06-09,24.37,24.23,23.5952,19.0096,12.4428,15.9208,26.5,1.45,5.38729,67.8784,307.055
1952-06-16,24.59,24.3,23.6312,19.0518,12.5551,16.0645,26.5,1.45,5.44209,68.5688,309.827
1952-06-23,24.83,24.56,23.6633,19.0954,12.6776,16.2213,26.5,1.45,5.50138,69.3158,312.851
1952-06-30,25.05,24.96,23.6921,19.1393,12.79,16.365,26.5,1.45,5.5563,70.0078,315.623
1952-07-07,24.98,24.81,23.7247,19.1851,12.6186,16.1494,26.7,1.45,5.54696,69.3666,312.383
1952-07-14,24.85,24.85,23.7672,19.2307,12.5529,16.0654,26.7,1.45,5.52428,69.083,310.758
1952-07-21,25.16,24.95,23.8051,19.2785,12.7095,16.2658,26.7,1.45,5.5994,70.0224,314.634
1952-07-28,25.45,25.2,23.8461,19.3274,12.856,16.4532,26.7,1.45,5.67014,70.9071,318.261
1952-08-04,25.55,25.43,23.8916,19.3756,12.8647,16.4689,26.7,1.45,5.69864,71.2634,319.511
1952-08-11,25.2,25.2,23.9526,19.421,12.6884,16.2433,26.7,1.45,5.62679,70.3649,315.135
1952-08-18,24.99,24.89,24.0047,19.4629,12.5827,16.1079,26.7,1.45,5.58613,69.8564,312.508
1952-08-25,25.03,24.83,24.0613,19.5056,12.6029,16.1337,26.7,1.45,5.6013,70.0462,313.009
1952-09-02,25.21,25.15,24.1094,19.5545,12.6505,16.2011,26.7,1.45,5.64782,70.6279,315.26
1952-09-08,24.71,24.69,24.1658,19.6028,12.3996,15.8798,26.7,1.45,5.54205,69.3053,309.007
1952-09-15,24.57,24.45,24.2074,19.6491,12.3293,15.7898,26.7,1.45,5.51691,68.9908,307.256
1952-09-22,24.73,24.59,24.243,19.6982,12.4096,15.8926,26.7,1.45,5.5591,69.5184,309.257
1952-09-29,24.5,24.48,24.2714,19.7451,12.2942,15.7448,26.7,1.45,5.51366,68.9502,306.381
1952-10-06,24.55,24.4,24.296,19.7917,12.2762,15.7295,26.7,1.43667,5.53113,69.1687,307.006
1952-10-14,24.2,23.91,24.3047,19.8367,12.1012,15.5053,26.7,1.43667,5.4585,68.2604,302.629
1952-10-20,24.03,23.8,24.3078,19.8806,12.0162,15.3963,26.7,1.43667,5.42639,67.8588,300.503
1952-10-27,24.52,24.09,24.3123,19.9272,12.2612,15.7103,26.7,1.43667,5.54328,69.3206,306.631
1952-11-03,24.78,24.6,24.3185,19.9731,12.3489,15.8268,26.7,1.42333,5.60824,70.133,309.882
1952-11-10,24.75,24.65,24.3216,20.0206,12.3339,15.8076,26.7,1.42333,5.60765,70.1256,309.507
1952-11-17,25.27,24.8,24.344,20.0696,12.5931,16.1397,26.7,1.42333,5.73167,71.6765,316.01
1952-11-24,25.66,25.36,24.3706,20.1219,12.7874,16.3888,26.7,1.42333,5.82634,72.8603,320.887
1952-12-01,25.62,25.61,24.4149,20.1746,12.7254,16.3092,26.7,1.41,5.82341,72.8237,320.387
1952-12-08,26.04,25.76,24.4833,20.232,12.934,16.5765,26.7,1.41,5.92504,74.0946,325.639
1952-12-15,26.15,26.03,24.5515,20.2888,12.9886,16.6465,26.7,1.41,5.95624,74.4848,327.015
1952-12-22,26.25,26.19,24.6026,20.3481,13.0383,16.7102,26.7,1.41,5.98519,74.8468,328.265
1952-12-29,26.54,26.4,24.6589,20.4075,13.1823,16.8948,26.7,1.41,6.0575,75.751,331.892
1953-01-05,26.08,26.08,24.7213,20.4628,12.9611,16.6101,26.6,1.41,5.95869,74.7956,327.365
1953-01-12,26.02,25.86,24.7735,20.5182,12.9313,16.5719,26.6,1.41,5.95118,74.7013,326.612
1953-01-19,26.07,26.01,24.8216,20.5741,12.9561,16.6037,26.6,1.41,5.96882,74.9227,327.24
1953-01-26,26.38,26.02,24.877,20.6313,13.1102,16.8012,26.6,1.41,6.046,75.8915,331.131
1953-02-02,26.51,26.15,24.9485,20.689,13.1826,16.8933,26.5,1.41,6.08201,76.6316,334.019
1953-02-09,25.74,25.62,24.9918,20.7427,12.7997,16.4026,26.5,1.41,5.91158,74.4842,324.317
1953-02-16,25.63,25.48,25.0455,20.7974,12.745,16.3325,26.5,1.41,5.89254,74.2443,322.931
1953-02-24,25.9,25.75,25.088,20.8533,12.8792,16.5045,26.5,1.41,5.96085,75.105,326.333
1953-03-02,25.84,25.78,25.1415,20.9079,12.7607,16.3511,26.6,1.41,5.95328,74.7277,324.353
1953-03-09,26.18,25.83,25.1993,20.9644,12.9286,16.5663,26.6,1.41,6.03786,75.7893,328.621
1953-03-16,26.18,26.18,25.2582,21.0217,12.9286,16.5663,26.6,1.41,6.04411,75.8678,328.621
1953-03-23,25.99,25.95,25.3099,21.0791,12.8348,16.4461,26.6,1.41,6.00651,75.3958,326.236
1953-03-30,25.23,25.23,25.3307,21.135,12.4595,15.9651,26.6,1.41,5.83713,73.2697,316.696
1953-04-06,24.82,24.61,25.3408,21.19,12.2181,15.6585,26.6,1.41333,5.74857,72.158,311.549
1953-04-13,24.62,24.62,25.3456,21.2438,12.1196,15.5323,26.6,1.41333,5.70854,71.6556,309.039
1953-04-20,24.2,24.19,25.3317,21.2941,11.9128,15.2673,26.6,1.41333,5.61746,70.5123,303.767
1953-04-27,24.73,24.34,25.3233,21.3465,12.1737,15.6017,26.6,1.41333,5.74679,72.1358,310.42
1953-05-04,24.9,24.9,25.3212,21.3984,12.1713,15.6008,26.7,1.41667,5.79263,72.4388,311.383
1953-05-11,24.84,24.71,25.3141,21.4488,12.142,15.5632,26.7,1.41667,5.78501,72.3435,310.633
1953-05-18,25.03,24.7,25.3031,21.4995,12.2348,15.6822,26.7,1.41667,5.8356,72.9762,313.009
1953-05-25,24.54,24.46,25.2836,21.547,11.9953,15.3752,26.7,1.41667,5.72771,71.627,306.881
1953-06-01,24.09,24.03,25.254,21.5907,11.6924,14.9916,26.8,1.42,5.62906,70.1306,300.129
1953-06-08,23.82,23.54,25.2238,21.6332,11.5613,14.8236,26.8,1.42,5.57235,69.4241,296.766
1953-06-15,23.84,23.55,25.1941,21.6754,11.571,14.8361,26.8,1.42,5.58341,69.5619,297.015
1953-06-22,24.21,23.96,25.1672,21.72,11.7506,15.0663,26.8,1.42,5.67646,70.7212,301.625
1953-06-29,24.36,24.14,25.156,21.7654,11.8234,15.1597,26.8,1.42,5.71804,71.2392,303.493
1953-07-06,24.41,24.38,25.1532,21.8104,11.8083,15.1436,26.8,1.42,5.73618,71.4653,304.116
1953-07-13,24.35,24.08,25.1393,21.8539,11.7792,15.1064,26.8,1.42,5.7285,71.3695,303.369
1953-07-20,24.23,24.16,25.1321,21.8972,11.7212,15.0319,26.8,1.42,5.70669,71.0979,301.874
1953-07-27,24.75,24.07,25.1276,21.943,11.9727,15.3545,26.8,1.42,5.8356,72.7038,308.352
1953-08-03,24.78,24.68,25.1451,21.9877,11.9024,15.2673,26.9,1.42,5.84911,72.6013,307.578
1953-08-10,24.62,24.62,25.1635,22.0312,11.8256,15.1687,26.9,1.42,5.81779,72.2125,305.592
1953-08-17,24.35,24.29,25.1629,22.0737,11.6959,15.0024,26.9,1.42,5.76044,71.5007,302.241
1953-08-24,23.74,23.74,25.1416,22.112,11.4029,14.6265,26.9,1.42,5.62259,69.7897,294.669
1953-08-31,23.57,23.32,25.1019,22.1488,11.3212,14.5218,26.9,1.42,5.5888,69.3702,292.559
1953-09-08,23.14,23.14,25.0631,22.1838,11.0771,14.2149,26.9,1.42,5.49331,68.185,287.222
1953-09-14,22.95,22.71,24.9943,22.2179,10.9862,14.0982,26.9,1.42,5.45469,67.7056,284.864
1953-09-21,23.3,22.88,24.9273,22.2539,11.1537,14.3132,26.9,1.42,5.54437,68.8187,289.208
1953-09-28,23.59,23.35,24.863,22.2904,11.2925,14.4913,26.9,1.42,5.61987,69.7559,292.808
1953-10-05,23.66,23.39,24.7962,22.3266,11.2446,14.4347,27,1.43,5.6431,69.7848,292.589
1953-10-13,24.14,23.57,24.7424,22.364,11.4727,14.7275,27,1.43,5.76414,71.2817,298.525
1953-10-19,24.35,24.16,24.6886,22.4026,11.5725,14.8556,27,1.43,5.82085,71.983,301.122
1953-10-26,24.54,24.26,24.648,22.4413,11.6628,14.9715,27,1.43,5.87285,72.6259,303.471
1953-11-02,24.61,24.51,24.6183,22.4795,11.6964,15.0202,26.9,1.44,5.89623,73.1861,305.468
1953-11-09,24.54,24.37,24.5871,22.5188,11.6631,14.9775,26.9,1.44,5.88609,73.0603,304.599
1953-11-16,24.44,24.25,24.5356,22.5565,11.6156,14.9164,26.9,1.44,5.86875,72.845,303.358
1953-11-23,24.66,24.36,24.506,22.5957,11.7201,15.0507,26.9,1.44,5.92823,73.5833,306.089
1953-11-30,24.98,24.76,24.4881,22.6342,11.8722,15.246,26.9,1.44,6.01181,74.6208,310.061
1953-12-07,24.76,24.76,24.4651,22.6718,11.7213,15.0588,26.9,1.45,5.96558,74.0469,307.33
